;1;2;3;4;5;6;7;8;9;10;11;12;13;14
1;3819.537213891859;3060.0314592427653;3685.3298959419385;4531.284984658963;1973.8584089741823;278.51751504510247;690.1581686962055;1100.550097006917;1767.2770252313946;4890.58636906019;1699.0167790147837;2576.3871019118005;1837.264443734911;1913.3615920362402
1;3922.026769986153;1690.5044088739007;1506.5025346537502;2627.180550387788;4210.759985700065;1185.285794296533;524.4441284468704;4755.364115288997;1233.5991327484246;1814.313053679833;1197.898761817276;3870.281454148481;3045.3132542069798;3787.813195211227
1;144.33669553983896;1979.6914139545975;1650.848916157897;3165.542387561203;4046.1563370051117;3668.2247708952464;1.9060984050128793;2240.002788134745;3142.217706703959;1054.6336710507653;1718.0258309859669;4264.733556392602;3619.398387646943;3050.3633578424533
1;4448.825276295824;4719.414763962169;4492.638331097985;3434.0326613972584;3348.343368887896;106.78892948093267;3759.9458283232757;386.02294742326904;194.70543023078878;123.2369063143096;456.78915731559243;587.1239438046233;3732.883948670223;2466.8662321644238
1;1369.3238944348907;574.0879532880017;1001.047325702828;177.7885301930582;2133.490211512081;4836.686576277458;295.4203552222523;2042.8649701569295;4148.277521688906;900.7519290212551;2515.969505129591;3415.9514076912956;1391.606439951814;4055.993091608977
1;4157.1251700928415;4113.864580681522;3245.1427357933844;190.88798063581547;3158.6702042072984;1647.5413839274283;3230.5068334246025;3350.065039460481;530.9943265420746;2041.1655418792507;13.46319845402899;4540.566192056913;3069.3801010589223;4621.595381602307
1;4381.144177525438;3516.572100952771;3318.222093895383;2741.1355435729006;313.32295816700326;4358.185943990394;2490.7678081146687;1356.8898811272734;862.6813905261544;1433.6622014853983;3666.1214146011666;2460.608775004523;4471.71425476107;2481.2044678995676
1;4004.7814933192712;1468.2103045752142;1036.0650907530305;2544.182105743775;4553.0138961178345;1148.717514255671;1139.0892903554861;1262.3132961432193;4673.101853743705;1444.8105284219587;581.0270462025208;690.0222937127498;1119.9976851252213;3502.2519155892924
1;1928.906145669226;3771.5135566590807;4321.319952975617;4145.007387721848;1325.7869378533155;2985.678134173688;2005.8842142186584;3985.9576381559286;3019.4443282446555;128.0936457461268;2254.70115411328;4979.908936005375;1953.0711319626503;1506.3933373209654
1;4122.959230583531;2200.5706440234703;1259.6966391033382;2302.64401105496;641.6312967111237;4891.891202632387;1664.3140491283093;781.4309255140189;904.7523497028715;401.46651007830883;1257.059135113492;1249.7206495814883;2304.948812000728;2585.1724749410714
1;4502.524977034803;1462.4171742490998;1537.497873585691;2277.7261467919857;1404.3776599398993;4723.734721781358;371.03639451377455;2713.4209029776976;3540.0566768718054;4671.117559168245;3992.7534503293723;3941.5870373789517;2565.6047118744946;3791.1963873248724
1;152.2537791834372;979.4535086907607;2494.8295691125395;4435.956619174547;3886.702361859345;3541.5769677931703;874.0070984280562;4919.807261986057;3058.2812284653314;3886.6207105186645;1422.4205906436866;858.0470302700382;4884.583615059876;4072.9489857550057
1;1498.8049559821836;2491.751442201548;2261.3704565907824;1988.338656325892;3942.356533070559;2367.477618268986;3982.0050266315307;3895.833997058836;4097.508922429947;1581.963763545971;3467.281911109951;4716.936836908578;936.0056394807048;1893.213110250015
1;3719.977319765325;4655.681853751559;2482.3960729097935;2297.8701551540985;3449.4366118035628;3475.800948800206;170.067402009762;2426.2100600379845;4231.037400423199;570.3018079022997;2348.7295603423067;3022.0763971955107;4566.4708772480735;2450.188354990616
1;745.3921877405661;1576.294805070747;2986.5927893238136;2223.468787313376;1315.5149901239527;1982.2855099594167;2510.368114536722;1909.2403653522222;4264.295255758442;745.4224274989951;1049.9734614283984;3802.531323701796;2557.0728436633826;974.207968113402
7;695.6989064300417;3809.5062269013374;644.5010034828214;4587.745375326406;4391.465031633616;4300.517394366922;4393.401967101478;2526.5707599006405;4158.993159886901;1029.9503138518767;1929.7784900362342;3053.5110288684755;76.18725132975679;331.0999948684229
7;886.6454910965272;1914.532526108272;3749.7763977527593;3152.217711518094;1349.1941550500724;2819.934185349656;3763.789633070903;777.6349243756581;4711.391677948598;771.4355818884211;2343.477524645504;1319.7774416437946;3416.212566501629;3085.7904822540445
7;2536.992303285498;2211.579630663343;1942.145406239943;1686.997807455311;273.02762117224654;4596.918340591198;1190.3478754641028;2473.6855351256604;4265.680973510323;4170.026179904842;4586.718378254755;2632.2551615267007;4274.505542766154;3558.2214739209257
7;2219.46962215216;1783.1239691633039;4498.952248081069;735.2170688759335;3690.037936854874;2761.2029481961654;337.25527339162454;2788.193899126999;1435.3131716504324;552.7781255170966;181.58109834707724;1122.018734843394;4310.799736893962;3931.0885438785826
7;2461.5189030135716;2704.6585527420493;3962.089977203095;4956.759990715265;2466.3103160498213;3600.2647399168445;1711.5482103947716;3961.520160835513;1273.3004554207344;1399.2912277747648;2395.9678294642267;386.11656856073097;704.4053247853599;1413.3221650940393
7;3746.252112429165;481.2102508617799;4567.928843231884;2226.1343385152336;109.1956240962394;3310.672526520688;4422.591685908739;3950.917751854184;574.7698357163362;1136.6910507174127;1491.9588426766022;524.3217898167552;1516.1685292427762;1715.0065145524895
7;4638.265755115161;2552.243514789538;2856.289397597959;1675.832061746048;3135.1939809973005;3200.8180179096553;2666.025901766466;4410.659614878651;470.4266512263078;2615.5244039666313;4439.6416656673955;1860.4191616249227;1386.974835587365;633.0003222312807
7;2759.1588807447865;4026.1576657295523;2494.583277889031;1427.1304604141228;2685.207918667921;1374.1722907040155;1693.693676376577;967.2551041292348;4694.025737016901;4182.723294421349;1504.3434372637664;1688.6598552488524;3988.916377175055;808.3499779418618
7;1637.2962930142687;3920.6874820763996;2818.819206663736;1457.0917874695426;931.676986591603;439.317524156666;2062.075532790522;2669.248279031518;1328.118600256693;124.0822206054315;2771.1744197338976;2167.748326329869;2712.6453743867187;2482.103981333281
7;3191.225688869076;3924.5885038213414;3322.2389876602238;2023.4540398787938;1106.7817075863907;2944.02940583439;4004.5010197700053;4240.649634666248;2695.734424196373;2928.9084819948903;2413.224892543713;3218.0925887030985;4554.319909178159;1604.3051056888203
7;4919.056839077941;3982.2945162279975;713.2260103522842;1218.571209840098;842.7537629877824;2914.748979056412;521.7086362302825;4155.119297128172;4772.763144141678;1923.4278468031318;1016.9237656871804;2815.5043605587143;301.76019468918844;3121.090591934216
7;2064.4449430193895;2555.763194356789;514.8454784929812;3347.1985245071355;4528.82091564529;2727.705770616047;359.72245127254166;1317.6342063177333;2481.093321746367;1954.6199865272301;1324.1559428725686;530.8522241121233;4821.027276589026;3616.0163634565683
7;2847.649127800238;3335.1084828170397;4965.982907256439;3232.8986157940126;4450.8367476869835;1540.5087370363512;2789.7846241235848;4961.414634171046;4723.709640236478;2117.1144260067663;900.2868574108014;2660.6653790302917;739.7253868421161;960.0241067021836
7;1936.5151721809325;4446.482767224997;3276.5508194361882;2147.2458385056293;1866.7011685424695;3047.825434551894;3063.250611236627;2022.1004943107712;3004.031091109388;4824.45232870843;2732.9130970268243;4307.271336665955;2103.1597892481577;2162.586961767131
7;1726.6280728153583;980.9633734101847;3419.6939896536614;4560.612770136213;1469.8592364307133;2418.2333581121816;2658.4139414428682;134.6334452867204;316.1585070258943;733.6538556262956;2077.618500019755;1790.4943759918617;4570.326735854878;2985.0706600476656
7;629.0174632140255;896.6843516091539;3790.15276898253;2811.917050489651;1070.627186743951;4298.64134988759;4818.898880147328;3429.0334281675346;1546.1247135247163;790.0655491938024;1796.6609041170384;4842.826119892995;599.827392691974;3808.6935845719568
7;2453.2721432333765;3936.102041055104;911.2740285559723;4410.351468763015;2514.4279445358543;1489.8819131680968;1371.4382537522563;299.15677321460834;1716.8329654862885;4566.582192658472;2843.68664001454;4893.184833903604;4834.219509865468;2946.938547895434
7;92.40460625357328;2973.191571162736;2215.7029168301674;4989.622044502443;352.2724269277283;2136.8239509200976;4788.7174698101635;4349.628697673913;1202.5405030398301;4409.98497060459;1812.9904008598712;4300.752410441977;3323.1530864536667;1270.2033344625925
7;3629.843635266123;3799.8584819851426;3580.349635634855;2507.4556712969384;4162.6199845508245;2451.3297810337276;1779.9974844958438;1985.9427800065587;2479.8925507013414;4155.725086153733;4946.734153115103;525.2400804150182;4505.772098384881;4687.940482462956
7;4614.619006761051;4170.2235302380905;3333.0934103936283;1435.5776584714204;2523.405173646594;2432.2240446747933;1761.7249497784383;3477.13756017754;2979.0961419039745;2862.404578442476;394.6358258014282;3259.6269805985053;3051.781832269845;1776.2337528939786
7;438.2668940548284;4853.222240757821;2524.8677711089927;1782.2868661268453;3278.072788696928;1726.7432594777288;3586.3010746964574;1826.6385379028789;581.5415101098731;1551.1538684598393;3413.545864716515;2322.158925248586;4996.806480365269;1264.4524533203567
7;4420.204393466436;4966.082982588577;368.60578951833924;2129.6032968496284;4425.45492859838;1808.4119773894759;3286.8363378374397;2907.1758096805193;3852.239223634681;2230.575069748666;4225.207934564611;3685.9289277924436;1334.4638517714884;2821.9937447945485
7;2798.693816325954;3182.7288744755147;4179.155913785726;3851.8659799354;183.26117642369633;3787.94516045934;470.57314769473777;4750.675684419381;112.47141427675966;1736.237748583218;571.9368612490027;2166.6285114408624;3967.976707745203;3770.01787447175
7;580.8416596722382;524.5865662682592;2942.4800908488237;2229.3357213865156;2768.1751726213192;1714.3948468449228;3841.650924597936;4706.303813385341;1421.6949317054546;2424.6570615333444;4694.232584249675;4405.238692231729;3466.2040078410537;1863.3097838420858
7;387.33988899201046;2547.440789840121;2671.9424176264256;3465.1723460130083;1880.3227196007022;3260.4045297210987;4109.343356311217;583.2472761677848;3971.164793896661;275.56047221845625;594.5174694936001;720.7454924487982;2419.6092549211103;3158.569286598752
7;2146.232349893419;3121.006903586669;3485.42666371976;2900.1370613189433;2120.011051277234;3031.3941682227937;4160.191267223217;4740.992048895608;445.72232535166347;212.0380598024424;830.4952220080191;717.9301985150211;4634.308079900715;1950.5885928210332
7;2479.032865096373;3310.258061029354;4888.360985437831;4597.572103229468;233.55357505460304;1121.0082151427887;2927.847274782615;680.0317152633484;1986.97363971798;4994.178323229948;536.0825782499606;3249.9044627913;3852.5051559874314;1091.3631572756456
7;3589.5088813018015;1003.3546590719355;3895.906650479602;1323.5717904679323;1419.6073395780052;2872.3498073815194;2224.380218708037;438.4240054467775;353.16039373123056;558.698739510623;1329.2526771507191;3008.3103262988075;245.08223166326837;3814.7179022404653
7;2053.066474813338;829.5453423636734;195.840215844722;1464.343401097767;3843.3509253511734;2739.1763670275677;2564.567885244422;4765.096670849842;3745.6230075459416;312.44862479851423;745.981784303209;3494.3724887923104;1133.4517407415267;4652.267031460666
7;3964.0392172438756;1277.7993271010453;512.3641072634144;3457.2553045855425;3760.926120535738;3288.9345441723317;4422.216335286572;2644.0595774307103;4031.390028538889;1973.1511724605505;585.6611552816543;209.59191681323318;2120.5310908677693;3161.237989195199
7;2542.4701496099105;3327.2529373337075;1969.962225563132;3087.4240972519106;693.6927102575008;1277.125347191374;3724.8655966506544;440.25624717107246;3095.994798277583;1426.922551073227;2919.792472256538;2645.433777543973;2250.73144772529;4993.365467320608
7;4865.33397285354;3006.5713528028414;1681.1928113087843;4926.96009282462;172.1832572217519;259.788011108899;2855.6738573077046;4522.480784262563;4343.735186249817;3514.1381743621164;3548.952603754201;3285.7389419562073;755.9037313722378;2698.608583301534
7;2529.6994070559713;2702.4059642845955;1612.3695749797796;1008.1234783412851;2433.083987689172;4763.526204777644;1571.8370088339223;1105.773529203612;2726.26458411581;2485.323004737924;1776.8169492862196;3425.7504226568826;1134.2148351731878;709.3249820350295
7;2153.748633145513;4847.450132939272;2377.6903609368833;2210.9040628970556;2054.939390961411;328.08258422716455;3303.675624569046;2490.241689996829;1217.7175900113896;2850.1375408674185;3604.9661659775693;2878.6558067819146;4792.450386070499;3658.7493080832255
7;1131.550152969693;2243.143320117218;743.8006870071446;3674.902914171313;4935.248160950878;4168.509351232466;4576.597342862837;2474.96245037124;4230.2498597374115;2795.765340431811;547.1501704147996;4624.441893742262;385.8742267438803;2699.2814985837117
7;4817.906025702514;777.3434454345102;2375.1568556726606;2970.047692540038;2415.147188747906;1845.3052594733333;2437.451671210977;3510.7386913268497;4200.902750186234;2229.7271067165957;550.3486739195157;1096.281020414519;4040.464026409645;4962.777614828661
7;1434.1812815853139;197.0671346504965;3504.674406231848;1654.451151366781;2654.9513483459723;2997.027980328734;3145.9442540352006;3922.2689537386796;4071.1877672231276;965.6504174043267;1046.2866994109165;2709.8752852175116;3188.9829498069407;3898.0245216398325
7;24.855210068515653;4004.7944738717633;1024.2789266334746;3945.9663092570736;2137.6904361712996;2596.276975040106;3589.01456562458;4659.024545567137;1201.9901663819398;592.8461515322685;3636.4460684999535;434.0101173732436;4145.9485689075245;4773.633301297625
7;297.14726316640736;336.8667635629902;3667.4860742815567;4687.847817027421;3896.4744825181892;4640.724261116138;3966.1063181713785;1052.1268822407992;4517.426899318534;2880.3291495682447;370.3899836020691;1241.0114027614027;2366.5741466208924;4103.0128379706375
7;324.7596420705523;2787.3974541222597;3941.7002583405592;731.5673847354803;1275.7823847089944;3245.1947018254536;3901.0326796710624;1176.3989128089947;1142.2245830556565;4699.160191204625;2624.729006458616;1273.4734427957167;2809.2716799622303;4734.600903552132
7;2991.167003020824;1954.662551643958;4884.950385521821;1470.4977757578702;2057.8809314417567;314.07391350452565;2556.805256384188;4083.22741005569;4891.091597334401;136.99753621098486;3567.4651120614217;1331.7428176511892;1301.5282418535585;2228.381706084609
7;4286.628862803472;3940.572015591261;2270.4218366343457;4751.4702111599745;133.22734732385987;478.5292654292189;2257.4555709936903;4841.8669988896445;2388.6658661791603;2016.36243014004;1926.946727587624;446.6531232955184;1834.184992000194;1111.6593010429588
7;585.1148112085797;1689.3112920126753;4077.6344700511263;2974.7485234293417;3732.0118821655533;915.543241557919;2332.4485562364775;1422.9264729291585;2164.3255206837853;89.86479857958362;2981.7378913659054;3033.552309535508;2491.5920618035047;998.9158070343979
7;3439.8805870859433;4674.756971453473;1048.2132649579012;2084.7200558746626;2302.2047796323895;713.1878403453595;3717.19566461948;4172.5251419543565;110.75006694150625;3281.383513458583;884.3982114116228;1170.1096639952973;3374.592184268343;4617.506225042669
7;2569.7114365306215;1997.7468280110988;3429.5724722098757;1708.0134774285439;2437.535234922784;815.1779167139795;2809.868589368953;1320.1719969775222;565.8709610152468;2757.087709691988;364.92743803134107;4316.0839349660355;4407.010493648503;1086.9914755799314
